scraped_at_kst,rank,name,code,search_ratio,price,change,change_pct,volume,open,high,low,per,roe
2026-04-20T14:27:18+09:00,5,삼성SDI,006400,2.75%,"536,000","상승 23,000",+4.48%,"692,702","515,000","549,000","509,000",-64.38,-3.15
2026-04-20T14:27:18+09:00,6,현대차,005380,2.62%,"530,000","하락 8,000",-1.49%,"668,777","533,000","541,000","526,000",15.00,8.41
2026-04-20T14:27:18+09:00,7,대한광통신,010170,2.47%,"15,000",하락 580,-3.72%,"19,903,275","15,600","16,520","14,540",-61.98,-52.05
2026-04-20T14:27:18+09:00,8,대우건설,047040,2.19%,"28,000",하락 700,-2.44%,"15,322,738","28,300","28,900","27,650",-12.76,-23.89
2026-04-20T14:27:18+09:00,9,에코프로,086520,1.80%,"156,300","상승 4,400",+2.90%,"1,908,656","151,200","160,400","150,000",-141.70,-8.39
2026-04-20T14:27:18+09:00,10,대한전선,001440,1.66%,"40,450","상승 1,150",+2.93%,"15,350,899","39,300","42,775","39,250",89.49,5.48
2026-04-20T14:27:18+09:00,11,LIG디펜스앤에어로스페이스,079550,1.63%,"929,000","상승 53,000",+6.05%,"308,237","895,000","943,000","888,000",80.67,19.20
2026-04-20T14:27:18+09:00,12,이수페타시스,007660,1.59%,"133,600","상승 13,300",+11.06%,"3,278,733","122,000","137,100","121,800",59.19,29.64
2026-04-20T14:27:18+09:00,13,삼성전기,009150,1.34%,"682,000","상승 3,000",+0.44%,"510,325","691,000","698,000","669,000",74.95,7.70
2026-04-20T14:27:18+09:00,14,삼천당제약,000250,1.33%,"481,000","하락 4,500",-0.93%,"136,446","490,500","490,500","478,500","2,147.32",1.94
2026-04-20T14:27:18+09:00,15,드림시큐리티,203650,1.20%,"3,640",상승 655,+21.94%,"44,144,490","3,175","3,880","3,000",43.33,7.19
2026-04-20T14:27:18+09:00,16,하나마이크론,067310,1.19%,"38,850","상승 2,800",+7.77%,"6,103,290","36,050","40,700","35,500",67.57,9.89
2026-04-20T14:27:18+09:00,17,현대바이오,048410,1.19%,"15,890","상승 1,470",+10.19%,"5,495,704","14,560","16,450","14,220",-67.62,-29.47
2026-04-20T14:27:18+09:00,18,빛과전자,069540,1.17%,"6,550",상승 690,+11.77%,"52,586,365","6,210","7,120","6,030",-17.24,-32.62
2026-04-20T14:27:18+09:00,19,광전자,017900,1.14%,"12,780","하락 1,030",-7.46%,"12,166,671","13,370","14,480","12,460",175.07,1.77
2026-04-20T14:27:18+09:00,20,POSCO홀딩스,005490,1.12%,"391,000","상승 6,000",+1.56%,"299,295","386,500","394,500","385,000",48.36,1.18
2026-04-20T14:27:18+09:00,21,퍼스텍,010820,1.10%,"15,910","상승 2,430",+18.03%,"25,765,494","13,970","16,480","13,580",52.68,20.16
2026-04-20T14:27:18+09:00,22,우리기술,032820,1.06%,"22,550",보합 0,0.00%,"9,242,661","22,550","23,750","22,100","4,510.00",0.67
2026-04-20T14:27:18+09:00,23,흥아해운,003280,1.05%,"3,295",상승 225,+7.33%,"64,896,020","3,240","3,540","3,135",25.94,12.66
2026-04-20T14:27:18+09:00,24,OCI홀딩스,010060,1.04%,"274,500","상승 7,000",+2.62%,"583,433","275,000","292,500","257,500",-57.52,-2.27
2026-04-20T14:27:18+09:00,25,엑스게이트,356680,1.02%,"16,390","상승 1,400",+9.34%,"24,111,445","14,950","19,120","14,300",120.51,8.36
2026-04-20T14:27:18+09:00,26,우리로,046970,1.00%,"12,130",하락 840,-6.48%,"11,405,883","13,200","13,520","11,460",-673.89,-2.00
2026-04-20T14:27:18+09:00,27,NAVER,035420,1.00%,"213,500","하락 3,000",-1.39%,"306,137","216,000","217,500","213,000",17.25,7.37
2026-04-20T14:27:18+09:00,28,한화솔루션,009830,0.92%,"43,150",하락 900,-2.04%,"2,234,681","43,550","44,450","41,650",-11.57,-7.01
2026-04-20T14:27:18+09:00,29,DB하이텍,000990,0.87%,"124,600","상승 17,700",+16.56%,"1,183,403","106,000","128,400","105,500",21.55,12.52
2026-04-20T14:27:18+09:00,30,삼성중공업,010140,0.85%,"28,750",하락 300,-1.03%,"2,144,153","29,150","29,250","28,750",46.37,13.74
2026-04-20T16:30:11+09:00,1,삼성전자,005930,14.48%,"214,500","하락 1,500",-0.69%,"16,445,128","214,500","219,000","213,000",32.68,10.85
2026-04-20T16:30:11+09:00,2,SK하이닉스,000660,9.17%,"1,166,000","상승 38,000",+3.37%,"3,004,146","1,148,000","1,175,000","1,141,000",19.78,44.15
2026-04-20T16:30:11+09:00,3,삼성SDI,006400,3.33%,"538,000","상승 25,000",+4.87%,"827,022","515,000","549,000","509,000",-64.62,-3.15
2026-04-20T16:30:11+09:00,4,현대차,005380,3.18%,"527,000","하락 11,000",-2.04%,"827,239","533,000","541,000","526,000",14.92,8.41
2026-04-20T16:30:11+09:00,5,주성엔지니어링,036930,3.09%,"91,500","상한가 21,100",+29.97%,"9,565,197","71,900","91,500","70,300",121.19,6.17
2026-04-20T16:30:11+09:00,6,두산에너빌리티,034020,3.08%,"111,000","상승 2,500",+2.30%,"5,644,556","109,200","114,700","108,600",840.91,1.11
2026-04-20T16:30:11+09:00,7,대우건설,047040,2.00%,"28,100",하락 600,-2.09%,"17,463,648","28,300","28,900","27,650",-12.80,-23.89
2026-04-20T16:30:11+09:00,8,에코프로,086520,1.77%,"155,600","상승 3,700",+2.44%,"2,101,951","151,200","160,400","150,000",-141.07,-8.39
2026-04-20T16:30:11+09:00,9,대한광통신,010170,1.73%,"15,190",하락 390,-2.50%,"21,330,991","15,600","16,520","14,540",-62.77,-52.05
2026-04-20T16:30:11+09:00,10,대한전선,001440,1.59%,"40,400","상승 1,100",+2.80%,"16,284,049","39,300","42,775","39,250",89.38,5.48
2026-04-20T16:30:11+09:00,11,삼천당제약,000250,1.58%,"477,500","하락 8,000",-1.65%,"168,476","490,500","490,500","477,500","2,131.70",1.94
2026-04-20T16:30:11+09:00,12,삼성전기,009150,1.45%,"680,000","상승 1,000",+0.15%,"603,426","691,000","698,000","669,000",74.73,7.70
2026-04-20T16:30:11+09:00,13,POSCO홀딩스,005490,1.37%,"389,500","상승 4,500",+1.17%,"354,709","386,500","394,500","385,000",48.18,1.18
2026-04-20T16:30:11+09:00,14,드림시큐리티,203650,1.33%,"3,880",상한가 895,+29.98%,"60,035,375","3,175","3,880","3,000",46.19,7.19
2026-04-20T16:30:11+09:00,15,이수페타시스,007660,1.23%,"133,300","상승 13,000",+10.81%,"3,671,874","122,000","137,100","121,800",59.06,29.64
2026-04-20T16:30:11+09:00,16,LIG디펜스앤에어로스페이스,079550,1.20%,"921,000","상승 45,000",+5.14%,"350,983","895,000","943,000","888,000",79.98,19.20
2026-04-20T16:30:11+09:00,17,NAVER,035420,1.12%,"213,500","하락 3,000",-1.39%,"457,862","216,000","217,500","212,500",17.25,7.37
2026-04-20T16:30:11+09:00,18,삼성중공업,010140,1.06%,"28,550",하락 500,-1.72%,"2,830,919","29,150","29,250","28,550",46.05,13.74
2026-04-20T16:30:11+09:00,19,우리기술,032820,0.96%,"22,650",상승 100,+0.44%,"9,910,841","22,550","23,750","22,100","4,530.00",0.67
2026-04-20T16:30:11+09:00,20,빛과전자,069540,0.95%,"6,520",상승 660,+11.26%,"55,215,076","6,210","7,120","6,030",-17.16,-32.62
2026-04-20T16:30:11+09:00,21,삼성전자우,005935,0.95%,"146,400",하락 200,-0.14%,"2,003,573","145,200","148,300","145,100",22.30,N/A
2026-04-20T16:30:11+09:00,22,한국정보통신,025770,0.89%,"15,910","상한가 3,670",+29.98%,"3,112,177","14,410","15,910","13,410",16.27,11.40
2026-04-20T16:30:11+09:00,23,한화오션,042660,0.88%,"128,700","하락 1,300",-1.00%,"813,879","130,800","130,800","128,200",31.65,22.59
2026-04-20T16:30:11+09:00,24,한미반도체,042700,0.85%,"287,000",상승 500,+0.17%,"317,137","286,500","290,000","282,500",128.53,34.76
2026-04-20T16:30:11+09:00,25,LG에너지솔루션,373220,0.85%,"429,000","상승 11,000",+2.63%,"563,779","419,500","435,500","416,500",-93.57,-5.19
2026-04-20T16:30:11+09:00,26,엑스게이트,356680,0.85%,"16,440","상승 1,450",+9.67%,"25,921,751","14,950","19,120","14,300",120.88,8.36
2026-04-20T16:30:11+09:00,27,HLB,028300,0.84%,"63,200",상승 500,+0.80%,"546,491","64,200","64,500","62,300",-37.69,-44.32
2026-04-20T16:30:11+09:00,28,광전자,017900,0.84%,"12,900",하락 910,-6.59%,"13,101,668","13,370","14,480","12,460",176.71,1.77
2026-04-20T16:30:11+09:00,29,미래에셋증권,006800,0.82%,"69,000","하락 1,400",-1.99%,"1,556,491","70,000","70,300","68,700",32.03,12.36
2026-04-20T16:30:11+09:00,30,한국전력,015760,0.82%,"46,100",상승 200,+0.44%,"2,325,755","45,900","46,500","45,100",3.46,19.40
